Datum,Glob_sevanje_mean,Hitrost_vetra_mean,Sunki_vetra_max,Padavine_sum,Vlaga_mean,Temperatura_Krvavec_mean,Temperatura_lokacija_mean,PM10,PM_vceraj,sinD,cosD
2013-01-02,0.125,0.675,2.9,0,79.175,-2.9875,3.2,44.3,51.4,0.034899496702501,0.999390827019096
2013-01-03,0.375,0.7375,2.6,0,93.5625,-4.525,2.875,49,44.3,0.052335956242944,0.998629534754574
2013-01-04,0.875,0.8875,3.2,0,93.3,2.9625,0.6875,61.3,49,0.069756473744125,0.997564050259824
2013-01-05,0.75,1,4.5,0,94.2625,2.9875,0.5875,38.9,61.3,0.087155742747658,0.996194698091746
2013-01-06,0.25,0.575,2.3,0,87.65,-0.25,3.1625,30.3,38.9,0.104528463267653,0.994521895368273
2013-01-07,0.25,0.675,2.8,0,96.3,-0.025,0.6125,26.8,30.3,0.121869343405147,0.992546151641322
2013-01-08,0.25,0.675,2.3,0,76.25,-3.4125,1.225,28.5,26.8,0.139173100960065,0.99026806874157
2013-01-09,0.875,0.7375,2.4,0,83.475,1.35,2.0625,67.6,28.5,0.156434465040231,0.987688340595138
2013-01-10,0.25,1.2625,4.2,0.6,87.4125,-3.475,5.3875,32.9,67.6,0.17364817766693,0.984807753012208
2013-01-11,0.375,0.7875,2.9,0,95.4875,-4.1,0.075,43.4,32.9,0.190808995376545,0.981627183447664
2013-01-12,0.5,1.925,5.4,0,68.825,-8.35,0.55,23,43.4,0.207911690817759,0.978147600733806
2013-01-13,0.125,0.7875,2.6,0.9,72.75,-5.75,0.5375,31.6,23,0.224951054343865,0.974370064785235
2013-01-14,0,0.675,2.5,13.9,92.6,-7.1625,-1.6625,29.7,31.6,0.241921895599668,0.970295726275996
2013-01-15,0.225,0.5875,1.8,0,91.2125,-4.7625,-0.9875,42.7,29.7,0.258819045102521,0.965925826289068
2013-01-16,0.2125,0.7375,2.5,1.2,92.525,-5.775,-0.05,25.4,42.7,0.275637355816999,0.961261695938319
2013-01-17,0,0.625,2.3,4.4,92.1875,-7.3625,-0.5,25.1,25.4,0.292371704722737,0.956304755963035
2013-01-18,0.125,1.525,4.1,0,86.325,-8.0875,-0.5125,24.4,25.1,0.309016994374947,0.951056516295154
2013-01-19,0.625,1.6875,3.8,0,90.3875,-7.9125,-1.9125,47.1,24.4,0.325568154457157,0.945518575599317
2013-01-20,0.25,0.6625,3.4,2.7,94.2375,-2.2125,1.1875,37.2,47.1,0.342020143325669,0.939692620785908
2013-01-21,0.25,0.5625,3.3,4.4,97.6625,0.1875,1.3375,65.7,37.2,0.3583679495453,0.933580426497202
2013-01-22,0.225,0.8875,2.8,8.3,95.5625,-2.6125,1.8625,23.7,65.7,0.374606593415912,0.927183854566787
2013-01-23,0.25,0.725,3,0,94.15,-5.9625,1.1875,25.9,23.7,0.390731128489274,0.92050485345244
2013-01-24,0.125,1.2,3.4,1.5,94.0625,-4.8125,1.0625,18.4,25.9,0.4067366430758,0.913545457642601
2013-01-25,1.125,1.7125,5.5,0,76.1875,-6.9875,0.4625,32.1,18.4,0.422618261740699,0.90630778703665
2013-01-26,0.5,1.6875,5,0,73.1875,-11.9625,-4.1,54.3,32.1,0.438371146789077,0.898794046299167
2013-01-27,2,1.5,3.7,0,77.2875,-6.5,-4.15,65.1,54.3,0.453990499739547,0.891006524188368
2013-01-28,0.75,0.725,2.4,0,78,-3.425,-1.1,80.2,65.1,0.469471562785891,0.882947592858927
2013-01-29,1,0.975,4.2,0,91.55,-4.25,1.3625,25.2,80.2,0.484809620246337,0.874619707139396
2013-01-30,2.125,1.0375,5.2,0,85.725,4.125,0.675,32.1,25.2,0.5,0.866025403784439
2013-01-31,1.375,2.3375,9.2,0,81.0875,1.8,2.8875,23,32.1,0.515038074910054,0.857167300702112
2013-02-01,1.625,1.1625,3.4,0.6,85.3125,0.0875,0.3875,54.4,23,0.529919264233205,0.848048096156426
2013-02-02,0.125,0.6,2.3,16,95.2375,0.2125,4.75,21.4,54.4,0.544639035015027,0.838670567945424
2013-02-03,1.175,1.3375,4.2,0,90.8875,-7.6875,1.225,16.8,21.4,0.559192903470747,0.829037572555042
2013-02-04,2.25,0.475,1.6,0,91.075,-8.4,-0.9625,27.9,16.8,0.573576436351046,0.819152044288992
2013-02-05,0.875,1.05,2.7,1.1,79.3625,-5.475,0.1125,38.3,27.9,0.587785252292473,0.809016994374947
2013-02-06,1.2125,1.3375,7.5,6.7,93.3625,-3.525,3.5,19.5,38.3,0.601815023152048,0.798635510047293
2013-02-08,2.25,0.8875,2.6,0,94.35,-10.9875,-3.0125,41.4,NA,0.629320391049837,0.777145961456971
2013-02-09,2.125,0.625,1.5,0,90.125,-11.8375,-2.1375,31.1,41.4,0.642787609686539,0.766044443118978
2013-02-10,0.625,0.625,2.9,0,93.5125,-12.8,-3.5,34.7,31.1,0.656059028990507,0.754709580222772
2013-02-11,3.125,0.825,2.5,0.3,91.9625,-12.3625,-5.9875,51.8,34.7,0.669130606358858,0.743144825477394
2013-02-12,2.3875,0.8375,3,5.9,92.3,-7,-1.8125,46.3,51.8,0.681998360062498,0.731353701619171
2013-02-13,2.5125,1.075,2.8,0.1,88.95,-7.575,-1.3375,54.2,46.3,0.694658370458997,0.719339800338651
2013-02-14,0.875,0.5125,1.8,0,92.8875,-5.4125,0.175,33.8,54.2,0.707106781186547,0.707106781186548
2013-02-15,1,0.575,1.6,0,89.7375,-5.4625,0.85,70.5,33.8,0.719339800338651,0.694658370458997
2013-02-16,1.625,1.2125,4.4,0,90.025,-6.025,0.4125,51.6,70.5,0.73135370161917,0.681998360062498
2013-02-17,3.875,0.6125,2.2,0,89.0875,-7.7375,1.05,43.8,51.6,0.743144825477394,0.669130606358858
2013-02-18,1.125,1.075,5.5,0,79.075,-8.85,1.5125,55.9,43.8,0.754709580222772,0.656059028990507
2013-02-19,3.5,0.6,2.3,0,91.6125,-10.4875,-2.8,64.8,55.9,0.766044443118978,0.642787609686539
2013-02-20,5.75,0.6125,2.2,0,82.4125,-7.0875,-0.425,49.2,64.8,0.777145961456971,0.629320391049838
2013-02-21,3.6125,1.8125,5.6,0.9,82.4,-11.4,-0.9875,10.9,49.2,0.788010753606722,0.615661475325658
2013-02-22,3.7625,1.825,5.1,7.1,85.9625,-12.875,-3.475,22.3,10.9,0.798635510047293,0.601815023152048
2013-02-23,3.9,0.8,2.3,6.5,88.5625,-10.225,-2.9375,43.6,22.3,0.809016994374947,0.587785252292473
2013-02-24,4.05,0.4125,2.3,8.4,93.55,-3.9375,-0.7625,44.1,43.6,0.819152044288992,0.573576436351046
2013-02-25,4.325,0.725,2.9,0,96.3375,-6.3375,0.225,42.2,44.1,0.829037572555042,0.559192903470747
2013-02-26,4.5,0.7,2.1,0.5,96.3,-4.0375,-0.3625,61.1,42.2,0.838670567945424,0.544639035015027
2013-03-13,11.25,0.65,2.6,0,96.5875,-2.15,5.5375,17.6,NA,0.951056516295154,0.309016994374947
2013-03-14,2.5,1.7125,5.7,1.6,82.075,-5.0625,4.6875,5.8,17.6,0.956304755963035,0.292371704722737
2013-03-15,16.25,1.45,3.9,0,73.925,-12.125,-0.7375,20.6,5.8,0.961261695938319,0.275637355816999
2013-03-16,32.5,0.5625,2.9,0,71.0625,-14.0625,-2.7,28,20.6,0.965925826289068,0.258819045102521
2013-03-17,14.375,0.725,5.3,0.3,62.2125,-9.5625,0.55,29.6,28,0.970295726275996,0.241921895599668
2013-03-18,10.625,0.6,2.4,3.4,93.125,-4.2125,1.5375,28.6,29.6,0.974370064785235,0.224951054343865
2013-03-19,34.125,1.4,7.6,0.5,93.9875,-4.7125,2.575,20.9,28.6,0.978147600733806,0.207911690817759
2013-03-20,36.875,0.7,2.9,0,87.225,-4.15,1.2375,31.2,20.9,0.981627183447664,0.190808995376545
2013-03-21,9.5,1.3125,3.8,1,86.9,-4.4125,5.6875,10.6,31.2,0.984807753012208,0.17364817766693
2013-03-22,42.375,0.925,3.2,0,69.725,-6.275,1,24.7,10.6,0.987688340595138,0.156434465040231
2013-03-23,31.25,1.575,5.4,0.3,66.125,-4.6,1.1125,38.6,24.7,0.99026806874157,0.139173100960066
2013-03-24,3.5,1.575,3.8,0.4,89.2875,-4.875,-0.0375,27.1,38.6,0.992546151641322,0.121869343405147
2013-03-25,7,3.0125,7,1.1,76.65,-8.0875,-2.3875,15.3,27.1,0.994521895368273,0.104528463267653
2013-03-26,13.5875,0.75,2.5,0.6,85.0875,-9.6,-2.275,23.6,15.3,0.996194698091746,0.087155742747658
2013-03-27,15.75,0.6875,2.4,0,81.925,-11.65,-2.4125,32.5,23.6,0.997564050259824,0.069756473744126
2013-03-28,49,0.9,2.7,1,79.675,-7.8125,-1.7375,46.2,32.5,0.998629534754574,0.052335956242944
2013-03-29,4.125,0.8125,3.6,13.6,93.75,-0.75,3.45,27.9,46.2,0.999390827019096,0.034899496702501
2013-03-30,5.875,0.5625,2,1.7,93.6375,-0.1125,3.75,11.9,27.9,0.999847695156391,0.017452406437283
2013-03-31,5.875,0.9375,3.5,6.1,94.2875,-0.4375,3.8375,6.9,11.9,1,6.12323399573677E-17
2013-04-01,6.125,2.0125,4.6,0.4,87.3125,-6.625,2.4125,22.4,6.9,0.999847695156391,-0.017452406437284
2013-04-02,6.125,1.4875,3.9,4.8,91.2,-3.925,1.475,18.6,22.4,0.999390827019096,-0.034899496702501
2013-04-03,16.375,0.6875,2.2,1.2,94.3625,-5.1625,1.2125,17.5,18.6,0.998629534754574,-0.052335956242944
2013-04-11,38,0.4625,1.9,0,86.425,-0.95,5.4125,26.6,NA,0.981627183447664,-0.190808995376545
2013-04-12,4.75,1.575,5,0.3,78.7625,0.9875,10.625,21.8,26.6,0.978147600733806,-0.207911690817759
2013-04-13,9.1375,1.425,9.8,11.1,91.05,-0.1625,8.2125,8.5,21.8,0.974370064785235,-0.224951054343865
2013-04-14,77.375,0.3375,1.5,0,91.15,1.4125,6.5375,14.3,8.5,0.970295726275996,-0.241921895599668
2013-04-15,74.625,0.9375,3,0,71.65,2.7375,11.3125,15.8,14.3,0.965925826289068,-0.258819045102521
2013-04-16,36.375,0.725,3,0,52.175,2.95,12.9875,28.5,15.8,0.961261695938319,-0.275637355816999
2013-04-17,60.25,0.5,1.8,0,70.825,6.225,10.3625,50.7,28.5,0.956304755963036,-0.292371704722737
2013-04-18,72.5,0.375,1.7,0,78.4875,6.9375,12.025,35.6,50.7,0.951056516295154,-0.309016994374947
2013-04-19,47.875,0.3125,2,0,75.4375,8.9875,14.075,36.5,35.6,0.945518575599317,-0.325568154457156
2013-04-20,70.875,0.7,3.8,0,85.1875,3.7,12.175,27.2,36.5,0.939692620785908,-0.342020143325669
2013-04-21,71,0.7375,2.5,0,77.5875,3.475,10.5375,31.2,27.2,0.933580426497202,-0.3583679495453
2013-04-22,20.5,0.7375,2.9,0.1,94.25,2.675,10.325,21.6,31.2,0.927183854566787,-0.374606593415912
2013-04-23,24.5,0.3625,2.4,0.5,93.0125,1.9125,10.275,10.3,21.6,0.92050485345244,-0.390731128489274
2013-04-24,92.5,0.6625,2.4,0,85.55,3.8875,8.2625,16.3,10.3,0.913545457642601,-0.4067366430758
2013-04-25,90.75,0.7125,3.2,0,78.4125,8.1625,9.1,19.6,16.3,0.90630778703665,-0.422618261740699
2013-04-26,82.875,0.4625,1.9,0,75.5625,7.95,11.55,23.5,19.6,0.898794046299167,-0.438371146789078
2013-04-27,70.25,2.8625,8.2,0,69.6125,4.925,15.725,32.1,23.5,0.891006524188368,-0.453990499739547
2013-04-28,31.375,1.0375,5.3,0,85.6,4.7375,14.4,15.2,32.1,0.882947592858927,-0.469471562785891
2013-04-29,42,0.75,2.9,0,87.4625,4.475,12.5625,26.7,15.2,0.874619707139396,-0.484809620246337
